City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
702,Kibala,TD,9.1104,18.3463,100.4,22,0,3.69,clear sky
703,Bambanglipuro,ID,-7.95,110.2833,76.28,87,74,2.28,broken clouds
704,Show Low,US,34.2542,-110.0298,59.0,11,1,26.46,clear sky
705,Hovd,MN,48.0056,91.6419,38.97,39,5,3.69,clear sky
706,Kungurtug,RU,50.5994,97.5228,16.72,89,9,1.72,clear sky
707,Cururupu,BR,-1.8283,-44.8683,85.8,63,95,7.16,moderate rain
708,Shingu,JP,33.7333,135.9833,57.85,83,100,12.1,overcast clouds
709,Glucholazy,PL,50.315,17.3836,33.01,91,100,3.0,light snow
710,Saint-Pierre,RE,-21.3393,55.4781,77.0,83,90,8.05,overcast clouds
711,Ponerihouen,NC,-21.0833,165.4,74.52,91,64,2.39,broken clouds
